smiles,A,B,C,mu,alpha,homo,lumo,r2,zpve,u0,cv,u0_atom
CC1CC1C(O)C=O,4.09158,1.2608,1.06082,2.4069,69.38,-0.2626,-0.0348,1125.6665,0.151747,-384.936214,31.65,-1709.1424982461
CC1CC1N(C)C=O,3.50339,1.37729,1.2151,3.8401,73.07,-0.2362,0.0284,1072.6568,0.164831,-365.074864,32.006,-1783.875682601
CC1NC1C(O)C=O,4.18123,1.247,1.07175,2.4262,65.96,-0.2534,-0.0353,1109.3943,0.140526,-400.979566,30.759,-1587.74209707
CC1OC1C(O)C=O,4.25551,1.24781,1.08653,1.7956,62.22,-0.2715,-0.0424,1088.6071,0.127628,-420.861627,30.039,-1526.0052516141
CN(C=O)C1CC1O,3.66965,1.42074,1.22702,4.7265,66.17,-0.234,0.0309,1016.9236,0.141097,-400.995181,30.826,-1597.540650105
CN1CC1C(O)C=O,4.25188,1.29678,1.09222,2.4605,66.83,-0.2372,-0.0418,1080.5104,0.139946,-400.966366,30.623,-1579.45897827
OC(C=O)C1CC1O,4.21995,1.39428,1.22579,2.5365,61.74,-0.2361,-0.0455,984.0552,0.128922,-420.860838,29.584,-1525.5101470131
CC1CC1C(=O)C#C,4.04368,1.29826,1.23656,2.7124,74.29,-0.2596,-0.0564,1043.9173,0.128444,-346.576212,30.486,-1620.256475905
CC1CC1C(=O)C#N,4.05802,1.29899,1.23386,4.3481,68.83,-0.2893,-0.0836,1022.1127,0.117836,-362.677467,28.697,-1535.190728356
CC1CN1C(=N)C#N,3.12217,1.77668,1.34512,3.1791,69.13,-0.2612,-0.0537,927.9641,0.118744,-358.830448,28.421,-1470.312572846
CC1CN1C(=O)C#C,3.85202,1.54376,1.25017,3.4754,70.06,-0.256,-0.039,975.8224,0.116767,-362.624385,29.521,-1501.881295618
CC1CN1C(=O)C#N,3.87754,1.54164,1.24446,4.9814,64.9,-0.2826,-0.064,957.3501,0.106211,-378.72604,27.725,-1417.066551669
CC1NC1C(=O)C#C,4.14749,1.30064,1.22619,3.9644,70.68,-0.2559,-0.0616,1029.8841,0.116874,-362.612324,29.688,-1494.312909569
CC1NC1C(=O)C#N,4.13099,1.30273,1.23226,4.515,65.31,-0.2795,-0.0898,1005.787,0.106217,-378.712966,27.918,-1408.862499003
CC1OC1C(=O)C#C,4.14291,1.31299,1.25807,3.6176,66.59,-0.269,-0.0716,1003.0092,0.103977,-382.494244,28.924,-1432.487585344
CC1OC1C(=O)C#N,4.12999,1.31446,1.26354,3.4358,61.3,-0.2982,-0.1008,979.7401,0.093264,-398.59329,27.198,-1346.0356704141
CN1CC1C(=O)C#C,4.33799,1.32684,1.24292,1.7163,72.06,-0.2366,-0.0681,1010.5997,0.116554,-362.603532,29.527,-1488.795850441
CN1CC1C(=O)C#N,4.38581,1.32625,1.23422,3.4325,66.77,-0.2585,-0.0961,990.5088,0.105915,-378.703423,27.753,-1402.874180616
OC1CC1C(=O)C#C,4.53165,1.35081,1.22418,3.2323,68.24,-0.2497,-0.0668,983.43,0.105099,-382.502354,28.606,-1437.5766833341
OC1CC1C(=O)C#N,4.49972,1.35224,1.23191,3.8759,62.83,-0.2717,-0.0921,959.4142,0.09439,-398.602155,26.971,-1351.598537699
CC1CC1C(=O)C=O,3.6096,1.37289,1.24307,1.7448,67.57,-0.2472,-0.091,1026.7972,0.12857,-383.753331,29.405,-1594.7243897131
CC1CN1C(=N)C=O,4.22926,1.39443,1.1608,3.3842,68.65,-0.247,-0.0728,1029.6828,0.129371,-379.903512,29.179,-1528.089209003
CC1CN1C(=O)C=O,3.44574,1.68032,1.26575,2.5134,63.97,-0.2485,-0.0785,952.8215,0.116814,-399.801724,28.547,-1476.487261406
CC1NC1C(=O)C=O,3.70439,1.37954,1.23236,2.2101,64.17,-0.247,-0.0966,1011.7103,0.117028,-399.788979,28.615,-1468.489659201
CC1OC1C(=O)C=O,3.71168,1.39495,1.26175,1.8241,60.09,-0.2563,-0.106,985.5841,0.104027,-419.66948,27.936,-1405.7738997051
CN1CC1C(=O)C=O,3.82628,1.40715,1.25222,1.1789,65.48,-0.2384,-0.1005,993.0005,0.116669,-399.779495,28.474,-1462.538363845
OC1CC1C(=O)C=O,3.94381,1.42355,1.24823,1.5595,61.35,-0.2537,-0.0993,963.1281,0.10515,-419.678947,27.643,-1411.7145274081
CC1CC1C(=O)CO,4.21834,1.20181,1.11356,3.339,69.98,-0.2632,-0.0243,1129.6363,0.152353,-384.950577,31.504,-1718.1554100131
CC1CN1C(=O)CO,4.17172,1.3264,1.1253,4.1079,66.25,-0.2573,0.0006,1076.244,0.140697,-400.998531,30.605,-1599.642805255
CC1NC1C(=O)CO,4.36448,1.196,1.10136,4.0655,66.64,-0.2588,-0.0314,1118.3169,0.140815,-400.986182,30.698,-1591.893696614
CC1OC1C(=O)CO,4.42344,1.20268,1.11693,3.0401,62.82,-0.2708,-0.0438,1094.0599,0.127824,-420.867611,30.042,-1529.7602654701
CCC(=O)C1CC1C,4.09861,1.18705,1.10511,2.4795,76.71,-0.239,-0.0078,1194.0777,0.175359,-349.026414,33.411,-1902.077042895
CCC(=O)C1CC1O,4.4261,1.24039,1.11423,3.1413,69.83,-0.2407,-0.0202,1125.3475,0.152152,-384.953105,31.45,-1719.7417527651
CCC(=O)C1CN1C,4.40144,1.19956,1.117,1.5632,73.95,-0.2263,-0.0219,1160.2326,0.163556,-365.054161,32.439,-1770.8843637741
CCC(=O)C1NC1C,4.23447,1.18161,1.09344,3.7087,73.32,-0.2375,-0.014,1182.7069,0.163875,-365.062414,32.593,-1776.063195551
CCC(=O)C1OC1C,4.26739,1.19042,1.11294,3.2974,69.38,-0.2481,-0.026,1155.8469,0.150918,-384.944946,31.892,-1714.6219068341
CCC(=O)N1CC1C,4.13078,1.30702,1.10758,3.0974,73.28,-0.2407,0.0159,1140.8805,0.163654,-365.075094,32.483,-1784.020009671
CN1CC1C(=O)CO,4.51836,1.21635,1.12718,2.0605,67.37,-0.2416,-0.0385,1094.9848,0.140492,-400.977551,30.57,-1586.477666435
CNC(=O)C1CC1C,4.19125,1.22432,1.14492,3.2941,74.45,-0.2425,0.0328,1145.8471,0.16501,-365.091907,32.716,-1794.570318488
CNC(=O)C1CC1O,4.57526,1.28089,1.14406,4.4249,67.45,-0.2334,0.0207,1080.1869,0.141923,-401.019408,30.602,-1612.743310648
CNC(=O)C1CN1C,4.43419,1.24363,1.17132,2.7604,71.53,-0.2224,0.018,1106.5646,0.153235,-381.120715,31.723,-1664.043426416
CNC(=O)C1NC1C,4.41246,1.21599,1.11637,4.5398,71.17,-0.2391,0.0253,1140.3905,0.15345,-381.127914,31.947,-1668.560863707
CNC(=O)C1OC1C,3.33892,1.41452,1.30391,2.5215,65.85,-0.2462,0.0192,1032.2108,0.140985,-401.016213,30.903,-1610.738419393
CNC(=O)N1CC1C,4.12189,1.39093,1.1708,3.3255,70.34,-0.2412,0.0502,1077.3048,0.153136,-381.135158,31.779,-1673.106538903
COC(=O)C1CC1C,4.27869,1.26322,1.16892,1.4741,69.99,-0.2654,0.0144,1107.6995,0.152756,-384.969525,31.214,-1730.045450545
COC(=O)C1CC1O,4.61393,1.32206,1.17825,2.5381,62.96,-0.2446,0.0026,1040.0606,0.129528,-420.895193,29.334,-1547.0682187081
COC(=O)C1CN1C,4.56786,1.28297,1.18771,1.1526,67.15,-0.2327,-0.0006,1071.4394,0.140912,-400.997275,30.266,-1598.8546539511
COC(=O)C1NC1C,3.41172,1.48076,1.27014,1.5613,66.13,-0.253,0.0075,1025.78,0.141256,-401.00513,30.437,-1603.7837371461
COC(=O)C1OC1C,4.52286,1.26436,1.17043,2.7463,62.72,-0.2716,-0.0062,1072.7771,0.128309,-420.888176,29.72,-1542.6649880551
COC(=O)N1CC1C,4.10177,1.44172,1.22368,2.2779,66.25,-0.2533,0.0371,1033.1184,0.14081,-401.01219,30.336,-1608.213950686
OCC(=O)C1CC1O,4.51799,1.25718,1.1288,3.0678,63.17,-0.2537,-0.0353,1059.9647,0.128988,-420.876078,29.759,-1535.0733841731
CC(CO)C1CC1C,3.02513,1.29108,1.01796,1.5854,78.22,-0.2545,0.0723,1232.2734,0.198821,-350.194054,35.995,-2006.930031741
CC(CO)C1CC1O,3.10351,1.34553,1.05455,2.7745,71.16,-0.249,0.0727,1160.3812,0.175446,-386.117762,34.634,-1822.7228822641
CC(CO)C1CN1C,3.1962,1.3247,1.0483,0.8309,75.34,-0.2218,0.0745,1184.6142,0.187022,-366.224763,35.014,-1877.596034278
CC(CO)C1OC1C,3.25686,1.24581,1.01826,1.0376,71.21,-0.255,0.0666,1205.346,0.174777,-386.120827,34.421,-1824.6461973491
CC(CO)N1CC1C,2.95086,1.45183,1.2395,2.8143,75.43,-0.2354,0.0811,1100.9781,0.187476,-366.23373,34.492,-1883.222907481
CC1CC1C(O)CO,3.79985,1.18425,1.01759,2.6228,71.41,-0.2519,0.0645,1204.475,0.175981,-386.122548,34.146,-1825.7261403381
CC1NC1C(O)CO,2.59259,1.65048,1.3107,3.2225,67.62,-0.2412,0.0612,1023.7559,0.165391,-402.165126,32.646,-1703.840047196
CC1OC1C(O)CO,3.94629,1.15395,1.04195,1.3631,64.58,-0.2611,0.0548,1172.6063,0.151814,-422.048282,32.506,-1642.790324095
CCC(C)C1CC1C,3.37448,1.1529,1.01125,0.0908,85.62,-0.2616,0.0855,1316.2663,0.222167,-314.271555,37.301,-2191.895839599
CCC(C)C1CC1O,3.44569,1.19023,1.04045,1.4038,78.54,-0.2525,0.0793,1246.0092,0.198671,-350.194828,35.973,-2007.415723707
CCC(C)C1CN1C,3.5336,1.18099,1.03034,1.2651,82.38,-0.2193,0.082,1272.1917,0.210426,-330.302767,36.294,-2062.8774791631
CCC(C)C1OC1C,3.41789,1.16003,1.04347,1.6933,78.62,-0.2561,0.0835,1269.6531,0.197971,-350.200037,35.77,-2010.6844180881
CCC(O)C1CC1C,3.63828,1.17732,1.01858,1.4249,78.67,-0.2552,0.0753,1264.5116,0.198577,-350.198775,36.151,-2009.89250173
CCC(O)C1CC1O,3.86617,1.23411,1.04792,2.705,71.27,-0.2524,0.0605,1183.8502,0.175971,-386.124468,33.984,-1826.930957618
CCC(O)C1CN1C,3.8186,1.20439,1.04138,1.3295,75.54,-0.2247,0.0706,1220.0793,0.186845,-366.230036,35.104,-1880.904889235
CCC(O)C1NC1C,3.66879,1.16664,1.0286,2.2588,75.38,-0.243,0.0713,1248.0309,0.187284,-366.241619,35.286,-1888.1733259821
CCC(O)C1OC1C,3.60335,1.16148,1.05755,1.0506,71.69,-0.2567,0.0679,1224.7891,0.174431,-386.124825,34.557,-1827.154978331
CN1CC1C(O)CO,3.97732,1.20949,1.04248,1.2952,68.34,-0.2326,0.0581,1160.6992,0.164181,-402.153125,33.128,-1696.309311687
COC(C)C1CC1C,2.80813,1.56451,1.18067,1.1503,79.01,-0.2449,0.0805,1133.5263,0.198378,-350.187024,35.574,-2002.518643471
COC(C)C1CC1O,2.89513,1.66224,1.21137,2.8254,71.58,-0.2222,0.0713,1061.873,0.175372,-386.112465,33.816,-1819.398967091
COC(C)C1CN1C,2.91213,1.57459,1.21913,1.9815,75.7,-0.2146,0.0764,1094.1553,0.186667,-366.21808,34.577,-1873.402391631
COC(C)C1NC1C,3.47517,1.22113,1.20355,0.8512,75.71,-0.2457,0.0733,1163.2774,0.187246,-366.226129,34.641,-1878.4532115721
COC(C)C1OC1C,3.13811,1.4835,1.249,1.7725,71.6,-0.2522,0.0779,1076.31,0.174366,-386.109963,33.944,-1817.8289395731
OCC(O)C1CC1O,4.01322,1.2393,1.04926,3.9446,64.05,-0.2516,0.0623,1126.7942,0.152808,-422.048222,32.582,-1642.7526735551
CC#CCC1CC1C,6.26017,0.79435,0.74885,0.1426,84.47,-0.2382,0.0649,1583.9331,0.175175,-311.838514,34.18,-1920.843954558
CC#CCC1CC1O,6.24808,0.81626,0.77063,1.4656,76.87,-0.2362,0.0674,1497.57,0.151649,-347.76157,32.855,-1736.2276692131
CC#CCC1CN1C,4.43348,0.98689,0.88199,1.1081,80.47,-0.2227,0.0577,1367.6802,0.163416,-327.870188,33.149,-1792.11550328
CC#CCC1NC1C,6.70558,0.79222,0.74882,1.4012,81.3,-0.2341,0.0649,1567.2938,0.163816,-327.882194,33.354,-1799.6493763341
CC#CCC1OC1C,6.80971,0.80262,0.76279,1.6163,77.66,-0.2433,0.0589,1532.8126,0.150935,-347.76536,32.648,-1738.605928323
CC#CCN1CC1C,3.51589,1.17062,1.06351,1.6678,79.96,-0.2209,0.0478,1217.2514,0.163453,-327.869882,33.23,-1791.9234855261
CC1CC1C#CC#C,5.40367,0.92797,0.84237,1.5768,89.61,-0.2276,-0.0109,1350.5081,0.128596,-309.409234,31.304,-1652.1521308661
CC1CC1C#CC#N,5.39709,0.92927,0.84348,5.789,82.1,-0.2635,-0.0375,1318.8429,0.118533,-325.510648,28.93,-1567.1861572481
CC1NC1C#CC#C,5.66975,0.91763,0.83396,2.0387,85.69,-0.2352,-0.0176,1342.1797,0.117249,-325.447602,30.363,-1527.624224834
CC1NC1C#CC#N,5.66229,0.91849,0.83461,6.0393,78.09,-0.269,-0.0444,1311.03,0.107083,-341.547969,28.071,-1442.001249293
CC1OC1C#CC#C,5.8453,0.91842,0.83704,1.7749,81.44,-0.2455,-0.0306,1320.6182,0.104298,-345.329797,29.693,-1465.971465584
CC1OC1C#CC#N,5.82981,0.91972,0.8378,4.6633,73.89,-0.2824,-0.0581,1289.4624,0.094169,-361.428584,27.371,-1379.3570258231
CN1CC1C#CC#C,5.96089,0.93415,0.85609,0.8257,86.37,-0.2271,-0.0227,1309.4541,0.116809,-325.438372,30.265,-1521.832316764
CN1CC1C#CC#N,5.9466,0.9352,0.85705,4.3468,78.96,-0.253,-0.0498,1278.4536,0.106717,-341.538287,27.913,-1435.925707155
OC1CC1C#CC#C,5.81214,0.9349,0.85324,1.4683,82.45,-0.2302,-0.0147,1296.3187,0.104872,-345.330384,30.07,-1466.339813367
OC1CC1C#CC#N,5.63991,0.95431,0.86714,4.8027,75.04,-0.2663,-0.0502,1248.104,0.094323,-361.429889,28.005,-1380.1759250681
CC1CC1C#CC=O,5.41077,0.87817,0.80507,4.6247,80.24,-0.2582,-0.0545,1393.094,0.128625,-346.576163,29.973,-1620.2257279641
CC1NC1C#CC=O,5.58743,0.87094,0.80191,4.3327,76.06,-0.2628,-0.0615,1380.7358,0.117172,-362.614015,29.125,-1495.374027288
CC1OC1C#CC=O,5.69697,0.87303,0.80699,3.0806,71.72,-0.2721,-0.0712,1357.061,0.104279,-382.49532,28.405,-1433.162785028
CN1CC1C#CC=O,5.95848,0.88407,0.81486,3.5347,77.38,-0.2473,-0.0644,1353.6007,0.116812,-362.604547,28.948,-1489.4327720761
OC1CC1C#CC=O,5.79706,0.88035,0.81187,3.9822,73.37,-0.2576,-0.0571,1341.7176,0.104992,-382.497097,28.679,-1434.2778685211
CC1CC1CCC#C,5.07876,0.87513,0.80155,0.917,81.63,-0.2541,0.059,1455.0912,0.175273,-311.828766,34.049,-1914.726996826
CC1CC1CCC#N,5.12967,0.87433,0.80264,4.2986,76.56,-0.2821,0.0386,1423.3073,0.165149,-327.937877,31.889,-1834.5909599811
CC1CC1NCC#N,4.9484,0.95644,0.86638,4.3485,73.37,-0.2343,0.0244,1325.6978,0.153479,-343.969785,31.382,-1706.009345809
CC1CC1OCC#C,3.96692,1.22628,1.12091,0.8988,73.48,-0.2465,0.0326,1131.4956,0.151247,-347.74075,32.329,-1723.162931833
CC1CC1OCC#N,3.95643,1.24918,1.14506,3.1681,68.73,-0.266,0.0114,1093.8218,0.140951,-363.847715,30.295,-1641.680260674
CC1CN1CCC#C,5.27081,0.91803,0.8358,1.4412,78.51,-0.2281,0.0578,1388.186,0.163412,-327.863488,33.096,-1787.91119298
CC1CN1CCC#N,5.3589,0.9142,0.83431,4.2449,73.52,-0.2423,0.0369,1360.2664,0.153195,-343.972321,30.988,-1707.600708633
CC1NC1CCC#N,5.36626,0.88418,0.81809,5.1444,73.38,-0.26,0.0398,1387.4329,0.153901,-343.981892,31.003,-1713.606597272
CC1OC1CCC#C,5.49803,0.88928,0.82493,1.7989,74.63,-0.2597,0.0561,1393.302,0.151094,-347.756394,32.464,-1732.979682629
CC1OC1CCC#N,5.50706,0.8945,0.83247,4.1986,69.58,-0.277,0.0354,1354.5906,0.140966,-363.864925,30.302,-1652.4796905641
CN1CC1CCC#C,5.05892,0.94713,0.87367,0.8122,78.16,-0.2265,0.0542,1340.4785,0.16353,-327.859673,33.01,-1785.517246145
CN1CC1CCC#N,5.08036,0.94927,0.87412,3.2299,73.11,-0.2382,0.0334,1309.2903,0.153335,-343.968181,30.888,-1705.002821373
OC1CC1CCC#C,5.22646,0.8963,0.82178,2.0559,74.38,-0.2534,0.06,1380.394,0.151762,-347.751218,32.733,-1729.731696045
OC1CC1CCC#N,5.2706,0.8971,0.8242,5.3688,69.33,-0.2688,0.0398,1347.2822,0.141628,-363.860407,30.562,-1649.6446049021
OC1CC1NCC#N,5.05256,0.99705,0.90308,5.5503,66.2,-0.2327,0.0269,1240.6295,0.130056,-379.893369,29.929,-1521.724385216
OC1CC1OCC#C,3.96885,1.26743,1.16204,2.4505,65.9,-0.2382,0.0214,1060.4756,0.127632,-383.661557,31.04,-1537.1353787471
OC1CC1OCC#N,4.00032,1.28479,1.17803,3.4792,61.24,-0.251,-0.0002,1027.7776,0.117219,-399.767244,29.108,-1454.8507510861
CC1CC1CCC=O,5.43014,0.80615,0.75398,2.928,76.91,-0.2463,-0.0185,1517.1925,0.175122,-349.006213,32.831,-1889.4007335861
CC1CC1CNC=O,5.113,0.92254,0.84383,3.842,74.11,-0.245,0.0353,1376.9535,0.165269,-365.078913,31.895,-1786.4164665421
CC1CC1COC=O,5.12547,0.94614,0.91125,4.4017,69.65,-0.2734,0.0112,1301.7209,0.152424,-384.950015,30.764,-1717.8027499551
CC1CC1OCC=O,4.78336,0.98442,0.88833,2.7489,69.26,-0.2526,-0.0285,1301.1347,0.150663,-384.921426,31.394,-1699.8628951541
CC1CN1CCC=O,5.28518,0.85599,0.80465,2.8375,73.75,-0.2333,-0.0213,1432.7941,0.163236,-365.040203,31.909,-1762.125593152
CC1NC1CNC=O,5.65513,0.92201,0.87103,3.658,70.76,-0.2448,0.0355,1335.8489,0.154155,-381.123602,30.887,-1665.855044899
CC1NC1COC=O,5.06151,1.00221,0.96196,4.9185,66.23,-0.2628,0.0136,1234.7978,0.141374,-400.994159,29.85,-1596.8993359071
CC1OC1CCC=O,5.931,0.82063,0.77687,3.0771,69.99,-0.2509,-0.0219,1450.4899,0.151079,-384.933736,31.208,-1707.5875309441
CC1OC1CNC=O,5.86747,0.92319,0.87353,2.7984,67.13,-0.2532,0.0291,1316.6834,0.141167,-401.00645,30.237,-1604.612049026
CC1OC1COC=N,5.17215,1.02852,0.97389,4.2645,67.32,-0.2579,0.0249,1227.2244,0.140557,-400.972445,30.228,-1583.2736054811
CC1OC1COC=O,5.16714,1.01797,0.97606,5.3147,62.61,-0.2727,0.007,1206.5027,0.128289,-420.875574,29.234,-1534.757119637
CN1CC1CCC=O,4.68134,0.93396,0.84057,2.2843,73.36,-0.2303,-0.0233,1361.7382,0.163448,-365.036974,31.771,-1760.099366591
CN1CC1CNC=O,3.65008,1.38463,1.1457,2.9906,69.41,-0.2279,0.0276,1066.1467,0.153471,-381.109629,30.9,-1657.086861642
CN1CC1COC=O,4.40342,1.13444,0.97898,4.2957,66.55,-0.242,0.0051,1175.6044,0.140524,-400.979841,29.74,-1587.9146620451
OC1CC1CCC=O,5.04994,0.84363,0.79893,3.4714,69.51,-0.2445,-0.017,1416.7939,0.151684,-384.928799,31.486,-1704.4895190111
OC1CC1CNC=O,5.2998,0.94248,0.87585,5.0915,66.79,-0.2449,0.037,1295.7,0.141661,-401.001307,30.59,-1601.3847702391
OC1CC1COC=N,6.15125,0.88223,0.82637,3.3116,67.95,-0.254,0.0273,1363.4885,0.140902,-400.968902,30.559,-1581.0503410941
OC1CC1COC=O,6.50532,0.88585,0.83704,4.5635,63.2,-0.272,0.0131,1318.6085,0.12895,-420.872854,29.398,-1533.0502951571
OC1CC1OCC=O,5.13262,1.00522,0.91314,2.56,62.0,-0.2411,-0.0353,1232.3498,0.127097,-420.841227,30.052,-1513.2040680141
CN=COC1CC1C,5.57026,0.92811,0.86407,2.7105,77.03,-0.2449,0.0255,1398.3112,0.163342,-365.043783,32.462,-1764.372075372
CN=COC1CC1O,5.01656,1.05063,0.94342,2.2755,69.33,-0.239,0.0174,1254.2167,0.139668,-400.963397,31.19,-1577.595904049
CC1CC1C#CCO,4.30751,0.92963,0.81862,1.938,78.66,-0.2378,0.0328,1413.27,0.152374,-347.760782,32.588,-1735.7331921211
CC1NC1C#CCO,4.4078,0.92488,0.8119,2.8857,75.07,-0.2435,0.0231,1401.4677,0.140911,-363.799885,31.733,-1611.666505204
CC1OC1C#CCO,4.44388,0.93437,0.81747,2.4065,71.03,-0.2551,0.0104,1373.5861,0.128091,-383.682684,30.973,-1550.3927613901
CCC#CC1CC1C,4.97296,0.85306,0.77595,0.1559,86.38,-0.2241,0.0539,1548.1709,0.175821,-311.842462,33.913,-1923.32136009
CCC#CC1CC1O,5.07141,0.89124,0.81085,1.7128,78.98,-0.2374,0.0413,1449.479,0.152014,-347.764908,32.728,-1738.322294255
CCC#CC1CN1C,5.37483,0.86079,0.78863,1.5323,83.09,-0.2185,0.0398,1503.8739,0.163973,-327.872951,32.921,-1793.849310647
CCC#CC1NC1C,5.21346,0.84288,0.76852,1.2815,82.93,-0.2312,0.0458,1541.0924,0.164387,-327.882316,33.062,-1799.7259324321
CCC#CC1OC1C,5.3864,0.84273,0.77105,2.0379,78.96,-0.2431,0.0309,1519.173,0.151512,-347.765723,32.347,-1738.83371409
CN1CC1C#CCO,4.81548,0.90942,0.82326,1.1138,75.57,-0.2284,0.0198,1389.718,0.14056,-363.7906,31.569,-1605.840084139
OCC#CC1CC1O,4.66062,0.90465,0.85389,2.3058,71.4,-0.2446,0.021,1354.9669,0.128479,-383.682503,31.425,-1550.2791822611
COC=NC1CC1C,5.65201,0.87519,0.80944,2.7508,79.94,-0.2254,0.0226,1465.2774,0.16341,-365.044874,32.565,-1765.056687691
COC=NC1CC1O,5.97439,0.89537,0.8264,4.5117,72.38,-0.2278,0.0078,1389.1868,0.140055,-400.968211,31.024,-1580.616732375
CC1CC1CCCO,5.46427,0.74726,0.70237,1.3684,79.26,-0.2608,0.0809,1654.3821,0.19916,-350.19174,35.322,-2005.477975915
CC1CC1OCCO,3.58873,1.20761,1.06653,1.9646,72.0,-0.2473,0.0776,1188.5079,0.175682,-386.113469,33.278,-1820.0289861271
CC1CN1CCCO,5.72866,0.78158,0.73112,2.2903,76.25,-0.2212,0.0802,1580.648,0.18726,-366.225767,34.4,-1878.226053314
CC1OC1CCCO,5.80781,0.75955,0.72313,2.854,72.45,-0.2579,0.0785,1588.7178,0.175072,-386.11956,33.734,-1823.851143446
CCCCC1CC1C,5.30739,0.74969,0.70503,0.1092,86.57,-0.2609,0.092,1725.4016,0.222597,-314.271811,36.586,-2192.056481903
CCCCC1CC1O,5.38696,0.76596,0.72151,1.2954,79.32,-0.2515,0.0823,1643.0621,0.19898,-350.194524,35.313,-2007.2249609711
CCCCC1CN1C,4.61265,0.84985,0.78008,1.2762,83.06,-0.2197,0.0839,1564.0563,0.210933,-330.303164,35.532,-2063.126600236
CCCCC1OC1C,5.59553,0.76324,0.72777,1.7228,79.75,-0.2563,0.0926,1656.1647,0.198528,-350.199923,34.991,-2010.6128820621
CCCCN1CC1C,5.56657,0.78346,0.73302,1.1511,83.56,-0.2193,0.0906,1651.588,0.210699,-330.306366,35.66,-2065.1358840541
CCCOC1CC1C,5.06888,0.86725,0.80514,0.8631,79.93,-0.2397,0.0931,1527.908,0.198452,-350.191045,35.041,-2005.04185716
CCCOC1CC1O,4.81629,0.95159,0.86994,1.7726,72.31,-0.2273,0.0752,1390.3122,0.175154,-386.111635,33.533,-1818.878134621
CCOCC1CC1C,5.55629,0.82165,0.76881,0.9138,80.38,-0.2464,0.0905,1577.7465,0.198685,-350.189228,34.886,-2003.9016733071
CCOCC1CC1O,5.59039,0.84475,0.79264,1.0515,73.02,-0.2429,0.0798,1491.5474,0.175065,-386.112068,33.624,-1819.1498460181
CCOCC1CN1C,4.5805,0.97999,0.88225,2.0406,76.84,-0.2235,0.0818,1388.0492,0.186928,-366.221243,33.835,-1875.3872025981
CCOCC1NC1C,5.96666,0.81296,0.76257,1.3311,77.1,-0.2442,0.0804,1569.2658,0.187291,-366.232454,34.092,-1882.4222059971
CCOCC1OC1C,6.16885,0.81605,0.76831,2.4266,73.42,-0.2526,0.0865,1544.5653,0.174344,-386.115427,33.397,-1821.2576487491
CN1CC1CCCO,4.73931,0.84827,0.77925,2.5075,75.84,-0.2209,0.078,1496.0404,0.187449,-366.222988,34.287,-1876.482205803
COCCC1CC1C,5.50244,0.7883,0.73967,0.9562,80.0,-0.2492,0.0916,1614.2538,0.198787,-350.184973,34.822,-2001.2316225121
COCCC1CC1O,5.61108,0.80573,0.75729,2.1434,72.76,-0.2473,0.0809,1533.9294,0.175201,-386.107379,33.535,-1816.207456317
COCCC1CN1C,4.86687,0.89057,0.81475,0.6292,76.58,-0.2233,0.0851,1464.3723,0.187117,-366.216095,33.777,-1872.156786266
COCCC1OC1C,5.81811,0.80288,0.76407,1.0329,73.13,-0.253,0.0934,1546.1085,0.174747,-386.112629,33.211,-1819.5018785671
COCCN1CC1C,5.80345,0.8227,0.76749,0.7669,76.88,-0.2238,0.0932,1546.6172,0.186999,-366.218734,33.869,-1873.812782517
OCCCC1CC1O,5.54121,0.76404,0.71928,1.0657,72.02,-0.2525,0.0794,1571.8231,0.175586,-386.114539,34.037,-1820.700420757
OCCOC1CC1O,3.06035,1.68757,1.39449,2.2584,64.24,-0.2458,0.0676,954.1948,0.153062,-422.035359,31.085,-1634.6810252881
CC(=O)C1CC1C#C,3.07255,1.64484,1.34445,2.8199,72.14,-0.2423,-0.0173,973.9101,0.127806,-346.580553,30.842,-1622.980492474
CC(=O)C1CC1C#N,3.17824,1.64558,1.34603,5.8626,66.78,-0.2616,-0.034,950.3089,0.117562,-362.687093,28.702,-1541.2311299901
CC(=O)C1NC1C#C,3.08715,1.59333,1.33859,2.6505,68.37,-0.2422,-0.022,955.7565,0.116372,-362.616621,30.006,-1497.009315742
CC(=O)C1NC1C#N,3.15547,1.61246,1.34187,4.0977,62.99,-0.2589,-0.039,928.937,0.106024,-378.721084,27.952,-1413.956617065
CC(=O)C1OC1C#C,3.23041,1.62769,1.34742,3.5258,64.72,-0.2517,-0.0334,944.185,0.10324,-382.49314,29.278,-1431.794815408
CC(=O)C1OC1C#N,3.36447,1.63374,1.34314,5.7175,59.64,-0.2704,-0.053,921.2406,0.092825,-398.595638,27.288,-1347.5090615461
CC(=O)N1CC1C#C,3.34773,1.68522,1.31356,3.2656,68.77,-0.2481,0.0051,949.3908,0.116026,-362.626015,29.915,-1502.904135288
CC(=O)N1CC1C#N,3.43749,1.69803,1.31972,5.4619,63.67,-0.2669,-0.0131,923.7769,0.10574,-378.730228,27.839,-1419.694559361
NC(=O)C1CC1C#C,3.10591,1.67044,1.36802,3.5329,68.33,-0.244,0.0166,938.1586,0.117768,-362.650747,30.34,-1518.423687876
NC(=O)C1CC1C#N,3.21787,1.67511,1.36993,6.3442,63.18,-0.2639,0.0002,913.4036,0.107458,-378.757932,28.256,-1437.079068697
NC(=O)C1NC1C#C,3.09916,1.66784,1.40195,3.0916,64.09,-0.2418,0.0096,911.1242,0.106391,-378.691052,29.411,-1395.111266777
